Scientific Name,Common Name,Species ID,Link
Heliconia vellerigera Poepp.,Donkey's Tail,2084,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2084
Heliconia wagneriana Peterson,-,4293,https://www.nparks.gov.sg/florafaunaweb/flora/4/2/4293
Helicteres isora L.,Indian Screw Tree,8349,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8349
Heliotropium arborescens,Garden Heliotrope,4051,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4051
Heliotropium arboreum (Blanco) Mabb.,Tree Heliotrope,6099,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6099
Heliotropium indicum L.,Indian Turnsole,3429,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3429
Hemigraphis sp. (dwarf),-,5508,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5508
Hemigraphis sumatrensis (Heyne ex Roth) Boerl. ex Bremek,-,4990,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4990
Heptapleurum actinophyllum (Endl.) Lowry & G.M.Plunkett,Umbrella Tree,3115,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3115
Heptapleurum arboricola cultivars,-,8481,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8481
Heptapleurum arboricola Hayata,Dwarf Umbrella-Tree,2432,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2432
Heptapleurum arboricola 'Lemon Drop',-,2437,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2437
Heptapleurum arboricola 'Variegata',-,2438,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2438
Heptapleurum arboricola 'Worthy',-,2439,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2439
Heptapleurum ellipticum (Blume) Seem.,Ara Bebari,6118,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6118
Heritiera elata Ridl.,Mengkulang,2951,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2951
Heritiera littoralis Aiton,Dungun,2952,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2952
Heritiera simplicifolia (Mast.) Kosterm.,Mengkulang Siku Keluang,4295,https://www.nparks.gov.sg/florafaunaweb/flora/4/2/4295
Hernandia nymphaeifolia (C. Presl) Kubitzki,Buah Keras Laut,3396,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3396
Heteropyxis natalensis,-,4296,https://www.nparks.gov.sg/florafaunaweb/flora/4/2/4296
Heterotis rotundifolia (Sm.) Jacq.-Fél.,Spanish Shawl,1387,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1387
Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,Para Rubber,2953,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2953
Hewittia malabarica (L.) Suresh,猪菜藤,7456,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7456
Hibiscus acetosella (Variegated Leaf),-,5777,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5777
Hibiscus acetosella 'Red Shield',Red-Leaf Hibiscus,5843,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5843
Hibiscus acetosella Welw. ex Hiern,False Roselle,2090,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2090
Hibiscus coccineus Walter,Scarlet Rose Mallow,5632,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5632
Hibiscus 'El Capitolio',El Capitolio Hibiscus,2098,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2098
Hibiscus hamabo Siebold & Zucc.,海滨木槿,6959,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6959
Hibiscus heterophyllus Vent.,-,5541,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5541
Hibiscus macilwraithensis (Fryxell) Craven & B.E.Pfeil,-,5708,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5708
Hibiscus mutabilis,Confederate Rose,2091,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2091
Hibiscus mutabilis f. plenus,Changeable Rose,2092,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2092
Hibiscus rosa-sinensis (cultivar),-,2095,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2095
Hibiscus rosa-sinensis 'Cooperi',Checkered Hibiscus,2093,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2093
Hibiscus rosa-sinensis 'Cooperi Alba',-,2094,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2094
Hibiscus rosa-sinensis 'Dainty White',Dainty White,5619,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5619
Hibiscus rosa-sinensis 'Hi Fever',-,5928,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5928
Hibiscus sabdariffa 'Alba',-,8135,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8135
Hibiscus sabdariffa 'Archer',-,6403,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6403
Hibiscus sabdariffa L.,Roselle,2096,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2096
Hibiscus schizopetalus,Coral Hibiscus,2097,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2097
Hibiscus syriacus,Blue Hibiscus,2099,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2099
Hibiscus tiliaceus (dwarf),Dwarf Sea Hibiscus,2100,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2100
Hibiscus tiliaceus L.,Sea Hibiscus,2954,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2954
Hibiscus tiliaceus 'Purpurascens',-,3173,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3173
Hibiscus tiliaceus 'Tricolor',Sea Hibiscus,2955,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2955
Hippeastrum hybrid,-,2101,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2101
Hippeastrum reticulatum var. striatifolium,Stripe-leaf Amaryllis,5114,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5114
Hippeastrum vittatum,朱顶红,2103,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2103
Hippobroma longiflora (L.) G.Don,Star of Bethlehem,2188,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2188
Hiptage benghalensis Kurz.,Hiptage,4301,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4301
Histiopteris incisa (Thunb.) J.Sm.,Bat's wing fern,6558,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6558
Hoffmannia refulgens,Taffeta Plant,2104,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2104
Holmskioldia sanguinea 'Mandarin Rouge',-,4885,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4885
Holmskioldia sanguinea Retz.,Cup & Saucer Plant,1409,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1409
Homalomena 'Emerald Gem',-,2109,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2109
Homalomena expedita,-,6853,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6853
Homalomena griffithii (Schott) Hook.f.,-,7232,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7232
Homalomena rostrata Griff.,-,6769,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6769
Homalomena rubescens,-,2106,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2106
Homalomena 'Selby',-,2107,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2107
Homalomena sp.,Silver Shield,2108,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2108
Hopea beccariana Burck,Merawan Batu,8644,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8644
Hopea coriacea Burck,Giam Hantu,6077,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6077
Hopea ferrea,-,5420,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5420
Hopea ferruginea Parijs,Banjutan,5559,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5559
Hopea griffithii Kurz,Merawan Jantan,5663,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5663
Hopea hainanensis Merr. & Chun,-,8715,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8715
Hopea helferi (Dyer) Brandis,Lintah Bukit,2956,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2956
Hopea latifolia Symington,Merawan Daun Bulat,4309,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4309
Hopea malibato Foxw.,-,8848,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8848
Hopea mengarawan Miq.,Merawan Penak,2957,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2957
Hopea nutans,Giam,2958,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2958
Hopea odorata Roxb.,Chengal Pasir,2959,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2959
Hopea parvifolia (Warb.) Slooten,-,3765,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3765
Hopea pedicellata (Brandis) Symington,Mata Kucing Bukit,8775,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8775
Hopea polyalthioides,-,7769,https://www.nparks.gov.sg/florafaunaweb/flora/7/7/7769
Hopea ponga (Dennst.) Mabb.,-,8866,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8866
Hopea pubescens,-,2960,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2960
Hopea recopei Pierre ex Laness.,-,8865,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8865
Hopea sangal Korth.,Cengal Pasir,2961,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2961
Hopea thorelii Pierre,-,8867,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8867
Hopea wightiana,-,2962,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2962
Hornstedtia conica Ridl.,-,6053,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6053
Hornstedtia leonurus,-,2110,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2110
Hornstedtia scyphifera,Great Spindle Ginger,2111,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2111
Horsfieldia crassifolia (Hook.f. & Thoms.) Warb.,-,2963,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2963
Horsfieldia irya (Gaertn.) Warb.,Pianggu,2964,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2964
Horsfieldia polyspherula (Hook.f.)  J.Sinclair var. polyspherula,-,4311,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4311
Horsfieldia sparsa W.J.de Wilde,Penarahan Gajah,2965,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2965
Horsfieldia superba (Hook.f. & Thoms.) Warb.,Pendarah,3299,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3299
Horsfieldia wallichii (Hook.f. & Thoms.) Warb.,-,6207,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6207
Hosea lobbii (C.B. Clarke) Ridl.,Tangga Bulan,1410,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1410
Houttuynia cordata,Fishwort,2112,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2112
Houttuynia cordata 'Chameleon',-,5918,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5918
Howea belmoreana,Curly Palm,2630,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2630
Hoya archboldiana C.Norman,-,5225,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5225
Hoya australis (K.D. Hill) P. I. Forst & Liddle subsp. tenuipes,-,5429,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5429
Hoya australis P.I. Forst. & Liddle subsp. oramicola,-,5381,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5381
Hoya benitotanii Kloppenb.,-,6620,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6620
Hoya buotii Kloppenb.,-,5820,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5820
Hoya callistophylla T.Green,-,6904,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6904
Hoya camphorifolia Warb.,-,5222,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5222
Hoya carnosa (cultivar),-,1412,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1412
Hoya carnosa (L.f.) R.Br.,Wax Plant,1411,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1411
Hoya carnosa 'Krinkle Kurl',-,6411,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6411
Hoya carnosa 'Tricolor',-,4313,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4313
Hoya caudata Hook.f.,-,6413,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6413
Hoya coronaria Blume,-,5425,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5425
Hoya crassicaulis 'Moon Shadow',-,6217,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6217
Hoya cultivar 'Iris Marie',-,5431,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5431
Hoya cultivar 'Ruthie',-,5417,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5417
Hoya curtisii King & Gamble,-,5380,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5380
Hoya darwinii Loher,-,5390,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5390
Hoya davidcummingii Kloppenb.,-,5419,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5419
Hoya densifolia Turcz.,-,6006,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6006
Hoya diversifolia Blume,Akar Kekapal,1413,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1413
Hoya elliptica Hook. f.,-,5354,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5354
Hoya endauensis Kiew,-,5310,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5310
Hoya 'Eskimo',-,6229,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6229
Hoya fitchii Kloppenb.,Hoya,6935,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6935
Hoya globulifera Blume,-,5430,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5430
Hoya heuschkeliana Kloppenb.,-,5379,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5379
Hoya imperialis Lindl.,Imperial Hoya,5231,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5231
Hoya kanyakumariana A.N. Henry & Swamin.,-,5377,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5377
Hoya kerrii 'Albomarginata',Sweetheart Hoya,1415,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1415
Hoya kerrii Craib,Sweetheart Hoya,1414,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1414
Hoya lacunosa Blume,-,5418,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5418
Hoya lasiantha Korth. ex Blume,-,5237,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5237
Hoya latifolia (Variegated form),-,5306,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5306
Hoya latifolia G. Don,-,5155,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5155
Hoya mariae L. Wanntorp & Meve,-,5846,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5846
Hoya megalaster Warb. ex K. Schum. & Lauterb.,-,5028,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5028
Hoya mindorensis Schltr.,-,5267,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5267
Hoya mindorensis 'Yellow',-,6001,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6001
Hoya mitrata Kerr,-,5860,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5860
Hoya multiflora Blume,Shooting Stars,1416,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1416
Hoya nummularioides Constantin,-,5292,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5292
Hoya obovata Decne.,-,5895,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5895
Hoya obscura,-,5236,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5236
Hoya odorata Schltr.,-,5378,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5378
Hoya pachyclada Kerr,-,6235,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6235
Hoya pimenteliana Kloppenb.,-,5375,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5375
Hoya pubicalyx Merr.,-,5303,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5303
Hoya pubicalyx 'Pink Silver',-,5558,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5558
Hoya retusa Dalzell,-,5223,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5223
Hoya rotundiflora Rodda & Simonsson,-,5382,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5382
Hoya scortechinii,-,1417,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1417
Hoya siariae Kloppenb.,-,5247,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5247
Hoya sigillatis T. Green,-,5244,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5244
Hoya spartioides (Benth.) Kloppenb.,-,5398,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5398
Hoya verticillata (Vahl) G.Don,Ridley's Hoya,1418,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1418
Hoya wayetii Kloppenb.,-,6004,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6004
Hoya waymaniae Kloppenb.,Miss Wayman's Hoya,5255,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5255
Huberantha rumphii (Blume ex Hensch.) Chaowasku,-,5549,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5549
Huernia hislopii Turrill,-,6948,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6948
Huernia verekeri Stent,-,6922,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6922
Huernia zebrina,Lifebuoy Plant,6925,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6925
Hura crepitans,Sandbox Tree,2966,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2966
Hydnocarpus castaneus Hook.f. & Thomson,Setumpol,2967,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2967
Hydnophytum formicarum Jack,Baboon's Head,5714,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5714
Hydrangea macrophylla,Hydrangea,2113,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2113
Hydrangea macrophylla 'Variegata',-,2114,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2114
Hydriastele beguinii (Burret) W.J.Baker & Loo,-,4734,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4734
Hydriastele costata F.M.Bailey,Gulubia Palm,2629,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2629
Hydriastele pinangoides (Becc.) W.J.Baker & Loo,-,6961,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6961
Hydriastele rheophytica Dowe & M.D.Ferrero,-,8707,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8707
Hydriastele selebica (Becc.) W.J.Baker & Loo,-,8849,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8849
Hydrilla verticillata (L.f.) Royle,-,5734,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5734
Hydrocera triflora (L.) Wight & Arn.,Marsh Henna,4316,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4316
Hydrocharis morsus-ranae L.,Common Frogbit,5690,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5690
Hydrocleys nymphoides,水金英,5388,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5388
Hydrocotyle javanica,-,2116,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2116
Hydrocotyle leucocephala Cham. & Schltdl.,-,6361,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6361
Hydrocotyle sibthorpioides Lam.,Lawn Marshpennywort,2117,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2117
Hydrocotyle verticillata Thunb.,-,6266,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6266
Hygroryza aristata (Retz.) Nees ex Wright & Arn,-,5879,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5879
Hymenaea courbaril,West Indian Locust Tree,2968,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2968
Hymenaea verrucosa,Zanzibar copal,6782,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6782
Hymenocallis littoralis,Spider Lily,2118,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2118
Hymenocallis speciosa,Spider Lily,2119,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2119
Hymenocallis speciosa 'Variegata',Variegated Spider Lily,2120,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2120
Hyophorbe lagenicaulis,Bottle Palm,2631,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2631
Hyphaene coriacea,Doum palm,4323,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4323
Hypobathrum racemosum (Roxb.) Kurz,Kayu Ekor Gajah,8570,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8570
Hypoestes phyllostachya,Polka Dot Plant,8117,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8117
Hypolytrum nemorum var. proliferum (Boeckeler) J.Kern,-,6490,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6490
Hyptis brevipes,Chibolita,5069,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5069
Iguanura perdana C.K.Lim,-,8763,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8763
Iguanura speciosa Hodel,-,8710,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8710
Iguanura wallichiana (Mart.) Benth. & Hook.f. ex Becc.,Pinang Hutan,2632,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2632
Ilex cymosa Blume,Marsh Holly,2969,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2969
Impatiens balsamina L.,Garden Balsam,2121,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2121
Impatiens hawkeri (Orange),New Guinea Impatiens,5675,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5675
Impatiens niamniamensis Gilg,Congo Parrot,6277,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6277
Impatiens repens,Creeping Impatiens,1420,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1420
Impatiens 'Super Sonic Lavender',New Guinea Impatiens,6274,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6274
Impatiens walleriana,Busy Lizzie,2122,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2122
Impatiens walleriana (naturalised),Buzzy Lizzy,4925,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4925
Imperata cylindrica,Lalang,4325,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4325
Indigofera hirsuta L.,Hairy Indigo,5968,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5968
Indigofera sp.,-,4057,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4057
Indigofera spicata Forssk.,Creeping Indigo,5969,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5969
Indorouchera griffithiana (Planch) Hallier f.,Akar Biji,1421,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1421
Inga jinicuil,Paterno,2970,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2970
Inocarpus fagifer,Tahiti Chestnut,4327,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4327
Intsia bijuga (Colebr.) Kuntze,Merbau Ipil,2971,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2971
Intsia palembanica Miq.,Merbau,2972,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2972
Ionopsis utricularioides (Sw.) Lindl.,Delicate Violet Orchid,6104,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6104
Ipomoea (Raf.) Shinners × multifida,Cardinal Climber,1435,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1435
Ipomoea alba,Moonflower,8016,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8016
