Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Ecbolium viride Alston,-,7327,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7327,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,Green,-,-,Terrestrial,-,-,-,-,None,None,-
Echeveria agavoides 'Ebony',-,7411,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7411,-,Full Sun,Little Water,True,False,False,False,Clump-forming succulent up to 30 cm tall.,-,-,-,-,"Green - Light Green, Red",Green - Light Green,-,-,None,None,None
Echeveria 'Black Prince',-,7346,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7346,-,"Full Sun, Semi Shade",Little Water,False,False,False,False,10 cm to 25 cm,"Salmon to red flowers are borne on an inflorescence stalk up to 0.6 m tall. This cultivar seldom blooms in Singapore, because cool temperatures trigger flowering.",-,-,-,Black,-,-,-,None,None,None
Echeveria 'Blue Curls',-,8055,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8055,-,Semi Shade,Little Water,True,False,False,False,"Compact, rosette-forming succulent.",Pink,-,-,-,"Green - Bluish Green, Pink",Green - Bluish Green,-,-,None,None,None
Echeveria runyonii 'Topsy Turvy',Silver Spoons Echeveria,8194,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8194,-,Semi Shade,Little Water,True,False,False,False,10 cm to 20 cm,"Orange, Yellow / Golden",-,-,-,"Blue, Silver / Grey","Blue, Silver / Grey",-,-,None,None,None
Echeveria 'Tippy',Mexican Hen and Chicks,7347,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7347,-,Full Sun,Little Water,False,False,False,False,Succulent forming low rosettes up to 15 cm wide.,Orange,-,-,-,Green - Bluish Green,-,-,-,None,None,None
Echinacea purpurea (L.) Moench,Eastern Purple Coneflower,4881,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4881,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,True,False,False,False,0.6 m to 1.5 m,"Pink, Purple",-,Butterfly-Attracting,Terrestrial,Green,-,-,-,None,None,"Leaves are ovate to ovate-lanceolate, with serrate margins."
Echinodorus cordifolius 'Marble Queen',Marble Queen,5605,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5605,-,Semi Shade,Lots of Water,False,False,False,False,-,White,-,-,Aquatic,"Cream / Off-White, Green",-,-,-,None,None,None
Echinodorus 'Ozelot',Ozelot Sword,5604,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5604,-,Semi Shade,Lots of Water,False,False,False,False,-,-,-,-,Aquatic,Green,-,-,-,None,None,None
Echinodorus palifolius (Nees & Mart.) J.F.Macbr.,Mexican Sword-Plant,1982,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1982,-,Full Sun,Lots of Water,False,False,False,False,0.5 m,White,-,-,-,Green,-,-,-,None,None,None
Echinopsis calochlora K. Schum.,-,7216,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7216,-,Semi Shade,Little Water,True,False,False,False,-,White,-,-,-,-,-,-,-,None,None,None
Echinopsis subdenudata Cárdenas,Easter Lily Cactus,5908,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5908,-,Semi Shade,Little Water,True,False,False,False,Cactus with a round growth form.,White,Spines/Thorns - Stem/Branch,-,Terrestrial,-,-,-,-,None,None,None
Eclipta prostrata (L.) L.,White Heads,5667,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5667,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,0.3 m,White,-,-,Terrestrial,Green,Green,-,Fast,None,None,"Lance-shaped, papery leaves (3-10  x 0.5-2.5 cm) either lack leaf stalks or have short ones. The upper and lower leaf surface is densely covered in stiff or soft hairs."
Edithcolea grandis,Persian Carpet Flower,6845,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6845,-,"Full Sun, Semi Shade",Little Water,True,False,False,False,Succulent plant 10-20cm tall,"Brown, Red, Yellow / Golden, Patterned",Spines/Thorns - Stem/Branch,-,Terrestrial,-,-,-,-,None,None,None
Ehretia microphylla (Variegated Leaf),Variegated Carmona,7425,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7425,Shrub,Full Sun,Moderate Water,False,False,False,False,"A medium sized shrub, can grow up to 3 m tall.",White,-,-,Terrestrial,"Green, White, Yellow / Golden, Patterned","Green, White, Yellow / Golden, Patterned",-,-,None,None,"The leaves are green and patterned with light yellow to white. These leaves are arranged in clusters of 3 - 5, obovate in shape, measuring 1.5 - 4 cm long and 0.8 - 2.5 cm wide, petiole measuring about 1 - 5 mm long, and the leaf margin is toothed towards the apex."
Ehretia microphylla Lam.,Tsaang-Gubat,1784,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1784,Shrub,Full Sun,Moderate Water,False,False,False,False,1 m to 4 m,White,-,-,Terrestrial,Green,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Green leaves, usually in clusters of 3 - 5, obovate and measuring 1.5 - 4 cm long and 0.8 - 2.5 cm wide, petiole measuring about 1 - 5 mm long, toothed towards the apex."
Ehretia resinosa,台湾厚壳树,6073,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6073,Tree,Full Sun,Moderate Water,False,False,False,False,-,White,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Eichhornia azurea,Peacock Water Hyacinth,1983,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1983,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,"A perennial aquatic plant, floating, rooted in the mud. Can grow up to 100 cm tall.","Purple, Blue",-,-,Aquatic,Green,-,-,Fast,None,None,"Leaves submerged, floating or emergent, sometimes a combination of any two; the sessile leaves are submerged, alternate on stem while petiolated leaves are emerged."
Elaeis guineensis,Oil Palm,2625,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2625,Palm,Full Sun,Moderate Water,False,False,True,False,-,-,-,-,-,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Elaeocarpus acmosepalus Stapf ex Ridl.,-,8855,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8855,Tree,Full Sun,Moderate Water,False,True,False,False,20 m,"Cream / Off-White, White",-,-,Terrestrial (Freshwater Swamp Forest),-,-,-,Moderate,-,-,None
Elaeocarpus angustifolius Blume,Blue Marble Tree,2869,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2869,Tree,Full Sun,Moderate Water,False,False,False,False,40 m,White,-,-,Terrestrial,Green,-,-,Moderate,Bark is light grey to brown and fissured.,Bark is light grey to brown and fissured.,None
Elaeocarpus ferrugineus (Jack) Steud. subsp. ferrugineus,Rusty Oil Fruit,4113,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4113,Tree,Full Sun,Moderate Water,False,True,False,False,31 m,Its flowering clusters are about 3–9 cm long. Its 4-merous flowers are cream to greenish and up to 0.8 cm wide.,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Elaeocarpus grandiflorus Sm.,Fairy Petticoat,2870,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2870,Tree,Full Sun,Moderate Water,True,False,False,False,25 m,"Pink, Red, White, Yellow / Golden",-,"Bird-Attracting, Butterfly-Attracting",Terrestrial (Primary Rainforest),"Green, Red",Red,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Elaeocarpus hainanensis Oliver,Hainan Oil-Fruit Tree,3319,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3319,"Shrub, Tree",Full Sun,Moderate Water,True,False,False,False,"Small-sized tree, able to grow up to about 5 m tall.","Cream / Off-White, White, Yellow / Golden",-,-,Terrestrial,Green,-,-,Moderate,Bark surface is smooth.,Bark surface is smooth.,"Green narrowly lanceolate to narrowly oblong leaves, measuring about 7 - 15 cm long and 1.5 - 3 cm wide, leaves tend to be clustered at the apex of branches, petiole about 1 - 2 cm long, margin denticulate."
Elaeocarpus hygrophilus Kurz,-,4970,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4970,Tree,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Elaeocarpus mastersii King,Small-leafed Oil-fruit,2871,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2871,Tree,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,20 m,"White, Cream / Off-White",-,Bird-Attracting (Fruits),"Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Freshwater Swamp Forest, Riverine)",Green,Red,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Elaeocarpus obtusus,-,6271,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6271,Tree,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Elaeocarpus pedunculatus Wall. ex Mast.,Blunt-leafed Oil-fruit,3295,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3295,Tree,Full Sun,Moderate Water,False,True,False,False,27 m,White,-,Bird-Attracting,"Terrestrial (Primary Rainforest, Inland Cliff, Mountain, Secondary Rainforest, Coastal Forest)",Green,-,-,Moderate,-,-,None
Elaeocarpus petiolatus (Jacq.) Wall.,Broad-leafed Oil Fruit,2873,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2873,Tree,Full Sun,Moderate Water,False,True,False,False,21 m,White,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Elaeocarpus salicifolius King,-,2872,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2872,Tree,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Elaeocarpus stipularis Blume var. stipularis,Medang Api,2874,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2874,Tree,Full Sun,Moderate Water,False,True,False,False,18 m,White,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Elaeodendron viburnifolium (Juss.) Merr.,Barat-barat,6281,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6281,Tree,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,True,False,False,Small tree or shrub up to 10 m tall.,"Long-stalked, bisexual, white flower clusters measuring up to 11 cm across occurring in axils of leaves. Each cluster has 4 or more flowers that measure 2 - 3 mm across. Calyx and corolla are free.",-,-,Shoreline (Mangrove Forest),Green,-,-,Slow,"Smooth, yellowish-grey bark.","Smooth, yellowish-grey bark.",None
Elaphoglossum callifolium (Blume) T. Moore.,Deer's tongue fern,6573,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6573,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,"Green, Green - Light Green",-,-,-,None,None,"Simple, entire fronds, usually coriaceous, often with a colourless thinner edge, costa usually prominent and grooved on upper surface. Sterile fronds measuring 35 cm by 6 cm to 48 cm by 8 cm, stipe usuallly shorter than fertile fronds. Fertile fronds measuring 25 cm by 4 cm."
Elateriospermum tapos,Perah,2875,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2875,Tree,Full Sun,Moderate Water,False,False,False,False,"Large tree with buttresses, able to grow up to about 27 - 50 m tall in its natural habitat.",White,-,-,Terrestrial,"Green, Red",-,-,Moderate,"Girth size can reach up to 56 cm wide, buttresses can be up to 2 tall, bark is pale brown to grey and surface is smooth to finely fissured.","Girth size can reach up to 56 cm wide, buttresses can be up to 2 tall, bark is pale brown to grey and surface is smooth to finely fissured.",None
Elatostema sp.,-,7199,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7199,Climber,"Full Shade, Semi Shade","Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,-,-,-,Moderate,None,None,-
Eleiodoxa conferta,Kelubi Palm,3268,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3268,Palm,"Full Sun, Semi Shade",Moderate Water,False,True,True,False,"A clustering palm with underground stem, that can grow up to 8 m tall. Palm also tends to form dense thickets.",Inflorescence are branched and emerged from the ground.,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Eleocharis dulcis (Burm.f.) Trin. ex Hensch.,Water Chestnut,5462,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5462,-,Full Sun,Lots of Water,False,True,True,False,40 cm to 90 cm,Yellow / Golden,-,-,"Aquatic (Freshwater Pond / Lake / River, Brackish Pond / Lake / River)",-,-,-,Fast,None,None,None
Eleocharis ochrostachys,-,8556,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8556,Grass or Grass-like Plant,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,None
Eleocharis palustris (L.) Roem. & Schult,Common Spikerush,6677,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6677,Grass or Grass-like Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,-,Each stem is topped by a solitary terminal spikelet consisting of numerous inconspicuous greenish-brown flowers. The shape of a spikelet ranged from ovoid to lanceoloid (5–40mm long).,-,-,"Terrestrial, Aquatic (Freshwater Pond / Lake / River)",-,-,-,-,None,None,None
Elephantopus scaber,Tutup Bumi,5210,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5210,Herbaceous Plant,Semi Shade,Little Water,True,False,False,False,20 cm to 60 cm,"Purple, Pink",-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Leaves (5-18 cm long, 2-4 cm wide) are spatulate (spoon-shaped) or oblanceolate (lance-shaped with the wider end closer to the tip). They are arranged in a rosette-like shape."
Elephantopus tomentosus L.,Devil's Grandmother,6370,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6370,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,0.8 m to 1 m,White,-,-,-,Green,-,-,-,None,None,"The upper leaves (7-8 cm long, 1.5-2 cm wide) are elliptic to oblong-elliptic (oval to elongated oval), while the lower leaves (8-20 cm long, 3-5 cm wide) are oblong-obovate (elongated to egg-shaped with the wider end at the base."
Elettaria cardamomum (L.) Maton,Cardamom,8648,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8648,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,2 m to 5.5 m,White,-,Bee-Attracting,Terrestrial (Monsoon Forest),Green,-,-,-,None,None,Linear to lance-shaped leaves up to 0.6 m long are alternately arranged on stem-like structures known as pseudostems.
Elettariopsis rugosa (Y.K.Kam) C.K.Lim,-,6175,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6175,Herbaceous Plant,"Full Shade, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,"Rhizomatous herb 25-40cm tall, forming dense mats where conditions are ideal.","Cream / Off-White, Red, White, Yellow / Golden",-,-,Terrestrial,Green,-,-,-,None,None,"Leaves  elliptic, rugose (with 'wrinkled' appearance')  20-30cm long by 7-10cm wide, mid green; leaf margin with scattered, sparse short hairs. Mid vein sunken on upper surface of leaf, raised on under surface."
Eleusine indica (L.) Gaertn.,Indian Goosegrass,5136,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5136,"Grass or Grass-like Plant, Shrub","Full Sun, Semi Shade",Moderate Water,False,False,False,False,0.3 m to 0.6 m,"Digitate spike inflorescence is composed of 2-6 spikes (4-15 cm long) which are united at the base, forming finger-like structures. One spike is often positioned slightly lower than the others on the flowering stem. Each spike is composed of numerous spikelets, and each spikelet is composed of 3-15 florets (reduced flowers without petals or sepals).",-,-,-,-,-,-,-,None,None,"Narrow, linear leaves (3-8 mm wide) occur in alternate leaf arrangement (one leaf per point along the stem). The leaf blade may lie flat or be folded. The base of the leaf which wraps around the stem (leaf sheath) is smooth."
Eleutherine bulbosa,Tears of the Virgin,5670,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5670,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,It is a herbaceous plant with red-brown underground bulbs.,White,-,-,Terrestrial,Green,-,-,-,None,None,"Its leaves are plicate and liner, measuring to 70 cm long and 3.5 cm wide."
Ellipanthus tomentosus Kurz,Kerantai Merah,8857,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8857,Tree,Full Sun,Moderate Water,False,True,False,False,30 m,"Cream / Off-White, White, Green",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",-,-,-,Moderate,-,-,None
Emblica officinalis Gaertn.,Indian Gooseberry,3699,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3699,Tree,Full Sun,Moderate Water,False,True,True,False,18 m to 32 m,White,-,Caterpillar Moth Food Plant,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,-,Moderate,-,-,None
Emblica urinaria (L.) R.W.Bouman,Shatterstone,2336,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2336,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,0.3 m to 0.6 m,White,-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Small, oblong leaves are arranged on opposite sides of the stem in a fernlike pattern. Leaf apex has a short, but distinct tip."
Emilia sonchifolia (L.) DC.,Katumbi Jantan,1986,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1986,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,0.6 m to 0.8 m,Pink,-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Opposite leaves have an irregular shape that varies from linear to lanceolate to triangular. Leaves are typically sessile with a toothed leaf margin and irregular lobes.
Encephalartos ferox G.Bertol,Zuzuland Cycad,7187,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7187,Cycad,Full Sun,Moderate Water,False,False,True,False,"Cycad, stemless or sometimes has short stem, grows up to 1 m tall and 25 - 30 cm in diameter.","Orange, Red",Spines/Thorns - Leaf,-,"Terrestrial (Coastal Forest, Grassland / Savannah/ Scrubland)",Green,Green,-,Moderate,None,None,"Foliage 1 - 2 m long, dark green, very glossy texture, petiole straight with 1 - 6 prickles, collar at leaf-base is absent, slightly V-angled along the rachis and reduced to spines when nearing towards the leaf base. Leaflets often overlapping downwards, ovate in shape, measures up to 200 x 70 mm, margin flat or incurved with 1 - 3 teeth on each side."
